Record Date,Debt Held by the Public,Intragovernmental Holdings,Total Public Debt Outstanding,Source Line Number,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
"2019-11-29","17105420783631.03","5970778150916.67","23076198934547.70","1","2020","1","2019","4","11","29"
"2019-11-27","17072351276237.79","6003714120196.29","23076065396434.08","1","2020","1","2019","4","11","27"
"2019-11-26","17071257086475.21","6021932712936.84","23093189799412.05","1","2020","1","2019","4","11","26"
"2019-11-25","17060306138874.47","6012424356441.07","23072730495315.54","1","2020","1","2019","4","11","25"
"2019-11-22","17059820593055.93","6012021561108.74","23071842154164.67","1","2020","1","2019","4","11","22"
"2019-11-21","17059142871902.76","5992105240170.92","23051248112073.68","1","2020","1","2019","4","11","21"
"2019-11-20","17050292172908.28","6003128250600.77","23053420423509.05","1","2020","1","2019","4","11","20"
"2019-11-19","17048355480877.07","6017821390918.82","23066176871795.89","1","2020","1","2019","4","11","19"
"2019-11-18","17045852074072.08","6004928791951.75","23050780866023.83","1","2020","1","2019","4","11","18"
"2019-11-15","17045105021855.79","5998577053060.12","23043682074915.91","1","2020","1","2019","4","11","15"
"2019-11-14","17022143220211.93","5994520407447.45","23016663627659.38","1","2020","1","2019","4","11","14"
"2019-11-13","17009935889179.38","5994921865367.88","23004857754547.26","1","2020","1","2019","4","11","13"
"2019-11-12","17009766613761.61","6005323130329.02","23015089744090.63","1","2020","1","2019","4","11","12"
"2019-11-08","17004584006573.19","6001752127491.23","23006336134064.42","1","2020","1","2019","4","11","08"
"2019-11-07","17004656452724.54","5999366480734.91","23004022933459.45","1","2020","1","2019","4","11","07"
"2019-11-06","16990346243791.22","5995487779019.95","22985834022811.17","1","2020","1","2019","4","11","06"
"2019-11-05","16990131413110.42","5995884119195.93","22986015532306.35","1","2020","1","2019","4","11","05"
"2019-11-04","16979202987130.20","5986504946835.32","22965707933965.52","1","2020","1","2019","4","11","04"
"2019-11-01","16979126135934.57","5974098108084.30","22953224244018.87","1","2020","1","2019","4","11","01"
"2019-10-31","16981310915367.49","6027098649127.50","23008409564494.99","1","2020","1","2019","4","10","31"
"2019-10-30","16931770448757.39","6031456037850.99","22963226486608.38","1","2020","1","2019","4","10","30"
"2019-10-29","16930793643091.26","6035526247495.21","22966319890586.47","1","2020","1","2019","4","10","29"
"2019-10-28","16919472433392.30","6031065866467.41","22950538299859.71","1","2020","1","2019","4","10","28"
"2019-10-25","16919260555240.92","6029651416225.56","22948911971466.48","1","2020","1","2019","4","10","25"
"2019-10-24","16919308704863.87","6023850983912.06","22943159688775.93","1","2020","1","2019","4","10","24"
"2019-10-23","16904659048361.14","6021943176226.26","22926602224587.40","1","2020","1","2019","4","10","23"
"2019-10-22","16903297018125.32","6037642187202.68","22940939205328.00","1","2020","1","2019","4","10","22"
"2019-10-21","16892961507239.77","6029492968085.73","22922454475325.50","1","2020","1","2019","4","10","21"
"2019-10-18","16893139099180.82","6025754302156.40","22918893401337.22","1","2020","1","2019","4","10","18"
"2019-10-17","16893171764066.81","6025622998409.33","22918794762476.14","1","2020","1","2019","4","10","17"
"2019-10-16","16876992286322.34","6020820684906.52","22897812971228.86","1","2020","1","2019","4","10","16"
"2019-10-15","16875489754055.11","6027399269024.16","22902889023079.27","1","2020","1","2019","4","10","15"
"2019-10-11","16825472625533.73","6018144955819.91","22843617581353.64","1","2020","1","2019","4","10","11"
"2019-10-10","16825548997915.93","6017200112254.66","22842749110170.59","1","2020","1","2019","4","10","10"
"2019-10-09","16808686016948.99","6015172713100.54","22823858730049.53","1","2020","1","2019","4","10","09"
"2019-10-08","16808699625202.65","6030653462949.63","22839353088152.28","1","2020","1","2019","4","10","08"
"2019-10-07","16817661721629.09","6019243405860.13","22836905127489.22","1","2020","1","2019","4","10","07"
"2019-10-04","16817669845663.51","6016759920537.53","22834429766201.04","1","2020","1","2019","4","10","04"
"2019-10-03","16818109419010.97","6011346270897.65","22829455689908.62","1","2020","1","2019","4","10","03"
"2019-10-02","16804268345666.79","6023266654862.86","22827535000529.65","1","2020","1","2019","4","10","02"
"2019-10-01","16803227280467.93","5995252461853.99","22798479742321.92","1","2020","1","2019","4","10","01"
"2019-09-30","16809092325171.80","5910309428261.98","22719401753433.78","1","2019","4","2019","3","09","30"
"2019-09-27","16764390251004.74","5858294423359.69","22622684674364.43","1","2019","4","2019","3","09","27"
"2019-09-26","16746339300499.33","5863618318308.81","22609957618808.14","1","2019","4","2019","3","09","26"
"2019-09-25","16733463541338.65","5873964828449.99","22607428369788.64","1","2019","4","2019","3","09","25"
"2019-09-24","16733330036854.81","5889440653147.18","22622770690001.99","1","2019","4","2019","3","09","24"
"2019-09-23","16737256715576.25","5873197137817.31","22610453853393.56","1","2019","4","2019","3","09","23"
"2019-09-20","16736741800799.41","5868891158865.73","22605632959665.14","1","2019","4","2019","3","09","20"
"2019-09-19","16736457737524.45","5873738860512.22","22610196598036.67","1","2019","4","2019","3","09","19"
"2019-09-18","16723191497980.95","5866972972384.96","22590164470365.91","1","2019","4","2019","3","09","18"
"2019-09-17","16722768994867.96","5880173650003.53","22602942644871.49","1","2019","4","2019","3","09","17"
"2019-09-16","16720462392608.28","5865819265211.05","22586281657819.33","1","2019","4","2019","3","09","16"
"2019-09-13","16700774934516.88","5856796600797.21","22557571535314.09","1","2019","4","2019","3","09","13"
"2019-09-12","16700408677824.67","5857372423633.72","22557781101458.39","1","2019","4","2019","3","09","12"
"2019-09-11","16684921432102.41","5854585281943.03","22539506714045.44","1","2019","4","2019","3","09","11"
"2019-09-10","16684840342310.58","5873300820413.09","22558141162723.67","1","2019","4","2019","3","09","10"
"2019-09-09","16673859575567.61","5863564140898.54","22537423716466.15","1","2019","4","2019","3","09","09"
"2019-09-06","16673414549532.49","5859342950058.90","22532757499591.39","1","2019","4","2019","3","09","06"
"2019-09-05","16673309581043.19","5858508112262.47","22531817693305.66","1","2019","4","2019","3","09","05"
"2019-09-04","16660540698787.36","5856757256851.82","22517297955639.18","1","2019","4","2019","3","09","04"
"2019-09-03","16660283553124.11","5838744577047.17","22499028130171.28","1","2019","4","2019","3","09","03"
"2019-08-30","16596815590260.74","5863651035691.63","22460466625952.37","1","2019","4","2019","3","08","30"
"2019-08-29","16570396844388.86","5897398287062.78","22467795131451.64","1","2019","4","2019","3","08","29"
"2019-08-28","16557511279372.44","5899321659743.80","22456832939116.24","1","2019","4","2019","3","08","28"
"2019-08-27","16557143867682.79","5915216929647.01","22472360797329.80","1","2019","4","2019","3","08","27"
"2019-08-26","16532087064372.55","5908695551502.37","22440782615874.92","1","2019","4","2019","3","08","26"
"2019-08-23","16531957992826.06","5898849796436.07","22430807789262.13","1","2019","4","2019","3","08","23"
"2019-08-22","16531722730938.48","5898929478643.22","22430652209581.70","1","2019","4","2019","3","08","22"
"2019-08-21","16517891095886.52","5896707033785.18","22414598129671.70","1","2019","4","2019","3","08","21"
"2019-08-20","16516850759018.38","5911150932691.49","22428001691709.87","1","2019","4","2019","3","08","20"
"2019-08-19","16491489964515.03","5904855044396.22","22396345008911.25","1","2019","4","2019","3","08","19"
"2019-08-16","16491441952619.57","5898117590316.17","22389559542935.74","1","2019","4","2019","3","08","16"
"2019-08-15","16491484413957.12","5893902815015.32","22385387228972.44","1","2019","4","2019","3","08","15"
"2019-08-14","16457201444193.17","5884939342927.15","22342140787120.32","1","2019","4","2019","3","08","14"
"2019-08-13","16457659378734.62","5901670806329.84","22359330185064.46","1","2019","4","2019","3","08","13"
"2019-08-12","16437389559832.95","5893944213740.24","22331333773573.19","1","2019","4","2019","3","08","12"
"2019-08-09","16437180615134.39","5889326114688.02","22326506729822.41","1","2019","4","2019","3","08","09"
"2019-08-08","16437453559652.55","5890434584107.11","22327888143759.66","1","2019","4","2019","3","08","08"
"2019-08-07","16437000073896.91","5884542144242.92","22321542218139.83","1","2019","4","2019","3","08","07"
"2019-08-06","16437554826884.24","5884859028395.94","22322413855280.18","1","2019","4","2019","3","08","06"
"2019-08-05","16442053458094.56","5878931572230.99","22320985030325.55","1","2019","4","2019","3","08","05"
"2019-08-02","16440631717429.67","5873668819348.70","22314300536778.37","1","2019","4","2019","3","08","02"
"2019-08-01","16246630031126.64","5776149901351.34","22022779932477.98","1","2019","4","2019","3","08","01"
"2019-07-31","16211185016302.46","5811183838560.73","22022368854863.19","1","2019","4","2019","3","07","31"
"2019-07-30","16213518723570.69","5808858171140.43","22022376894711.12","1","2019","4","2019","3","07","30"
"2019-07-29","16216569720218.09","5805781410365.54","22022351130583.63","1","2019","4","2019","3","07","29"
"2019-07-26","16219771618812.24","5803023993840.25","22022795612652.49","1","2019","4","2019","3","07","26"
"2019-07-25","16217519900097.02","5805423874973.35","22022943775070.37","1","2019","4","2019","3","07","25"
"2019-07-24","16216591266625.73","5805950589892.69","22022541856518.42","1","2019","4","2019","3","07","24"
"2019-07-23","16203882611569.88","5818808801130.86","22022691412700.74","1","2019","4","2019","3","07","23"
"2019-07-22","16211001269249.60","5811667934479.73","22022669203729.33","1","2019","4","2019","3","07","22"
"2019-07-19","16214945885223.52","5808173647899.91","22023119533123.43","1","2019","4","2019","3","07","19"
"2019-07-18","16215671269416.63","5807598366247.76","22023269635664.39","1","2019","4","2019","3","07","18"
"2019-07-17","16215855259886.28","5806504356409.14","22022359616295.42","1","2019","4","2019","3","07","17"
"2019-07-16","16204897156844.02","5817613970576.25","22022511127420.27","1","2019","4","2019","3","07","16"
"2019-07-15","16212102245454.95","5810386911863.48","22022489157318.43","1","2019","4","2019","3","07","15"
"2019-07-12","16217849671906.63","5805095892394.49","22022945564301.12","1","2019","4","2019","3","07","12"
"2019-07-11","16217448073568.61","5805649646512.37","22023097720080.98","1","2019","4","2019","3","07","11"
"2019-07-10","16219942298799.06","5802729757222.77","22022672056021.83","1","2019","4","2019","3","07","10"
"2019-07-09","16202451595716.18","5820373558108.86","22022825153825.04","1","2019","4","2019","3","07","09"
"2019-07-08","16210038956949.00","5812753522918.40","22022792479867.40","1","2019","4","2019","3","07","08"
"2019-07-05","16212103315525.56","5811149362631.44","22023252678157.00","1","2019","4","2019","3","07","05"
"2019-07-03","16215942933610.33","5807056832578.34","22022999766188.67","1","2019","4","2019","3","07","03"
"2019-07-02","16200812642668.62","5822341814429.95","22023154457098.57","1","2019","4","2019","3","07","02"
"2019-07-01","16214109444748.58","5809018012280.83","22023127457029.41","1","2019","4","2019","3","07","01"
"2019-06-28","16188422046434.70","5834860570640.75","22023282617075.45","1","2019","3","2019","2","06","28"
"2019-06-27","16161668692617.82","5864044932103.36","22025713624721.18","1","2019","3","2019","2","06","27"
"2019-06-26","16161695584055.50","5863615570230.28","22025311154285.78","1","2019","3","2019","2","06","26"
"2019-06-25","16149758194167.03","5875709683100.23","22025467877267.26","1","2019","3","2019","2","06","25"
"2019-06-24","16157310707044.81","5868133511846.05","22025444218890.86","1","2019","3","2019","2","06","24"
"2019-06-21","16167072340355.94","5858844464905.89","22025916805261.83","1","2019","3","2019","2","06","21"
"2019-06-20","16168931623578.88","5857142735850.78","22026074359429.66","1","2019","3","2019","2","06","20"
"2019-06-19","16173315959062.76","5851810625018.78","22025126584081.54","1","2019","3","2019","2","06","19"
"2019-06-18","16160487041534.78","5864798674588.88","22025285716123.66","1","2019","3","2019","2","06","18"
"2019-06-17","16180966057902.25","5844291207322.51","22025257265224.76","1","2019","3","2019","2","06","17"
"2019-06-14","16190456188443.50","5835281478783.83","22025737667227.33","1","2019","3","2019","2","06","14"
"2019-06-13","16187556532343.61","5838341270580.65","22025897802924.26","1","2019","3","2019","2","06","13"
"2019-06-12","16190248759467.87","5835218455854.46","22025467215322.33","1","2019","3","2019","2","06","12"
"2019-06-11","16176744322503.20","5848885651180.75","22025629973683.95","1","2019","3","2019","2","06","11"
"2019-06-10","16183754388627.01","5841842695410.72","22025597084037.73","1","2019","3","2019","2","06","10"
"2019-06-07","16197828793373.27","5828259068836.87","22026087862210.14","1","2019","3","2019","2","06","07"
"2019-06-06","16197469983785.98","5828781466949.54","22026251450735.52","1","2019","3","2019","2","06","06"
"2019-06-05","16202012743134.63","5823783660661.80","22025796403796.43","1","2019","3","2019","2","06","05"
"2019-06-04","16207390709226.90","5818570434408.40","22025961143635.30","1","2019","3","2019","2","06","04"
"2019-06-03","16221746854694.83","5804180458267.31","22025927312962.14","1","2019","3","2019","2","06","03"
"2019-05-31","16202282783139.21","5824141099887.17","22026423883026.38","1","2019","3","2019","2","05","31"
"2019-05-30","16167856716338.72","5859567398479.88","22027424114818.60","1","2019","3","2019","2","05","30"
"2019-05-29","16181758266402.76","5845197721726.15","22026955988128.91","1","2019","3","2019","2","05","29"
"2019-05-28","16187508622132.60","5839613926131.66","22027122548264.26","1","2019","3","2019","2","05","28"
"2019-05-24","16189012209342.99","5838569833941.15","22027582043284.14","1","2019","3","2019","2","05","24"
"2019-05-23","16193863476376.73","5833885590506.99","22027749066883.72","1","2019","3","2019","2","05","23"
"2019-05-22","16190381946850.90","5836297169401.24","22026679116252.14","1","2019","3","2019","2","05","22"
